RA,DEC
221.1122,12.25772
218.5882,13.21075
213.7024,14.12803
226.1647,11.08058
231.7394,10.15006
237.4798,8.863334
226.1033,11.58986
235.8206,9.723083
231.4359,10.93628
247.0417,7.674806
247.4678,24.44044
241.2707,29.09372
219.8519,12.36914
225.1042,11.55172
236.9165,9.674556
240.6918,8.875195
247.248,7.450889
215.6448,13.71736
245.4839,25.68864
250.5896,22.36503
243.7315,28.25089
212.1313,35.73553
221.4715,33.48233
230.3091,29.92978
229.5033,30.71095
220.5159,34.58603
236.5785,27.96294
237.5331,27.46972
238.1301,27.64167
217.4533,33.14078
218.9241,33.13892
222.8141,30.47253
222.8141,30.47389
223.549,30.20953
226.9436,28.81997
229.9506,27.77783
234.0585,25.895
232.3757,27.20242
223.3129,31.11928
227.2002,30.17056
237.3217,25.62642
242.0458,23.33614
243.1797,22.74753
247.3825,20.32794
248.6499,49.22172
255.5321,40.79683
257.4509,38.1795
259.5372,34.46453
245.204,53.28828
245.2023,53.287
258.099,37.83997
259.1111,36.25845
259.1103,36.25925
243.2888,55.36872
243.2909,55.37061
259.7961,36.06031
259.7986,36.06105
252.3871,47.6263
257.5405,40.85233
233.8513,62.50417
111.6847,37.38722
111.6833,37.38522
112.0613,38.27325
114.3725,41.738
114.3727,41.73969
128.6134,56.14925
121.3464,51.78353
117.8048,45.81461
127.3124,54.94389
109.491,36.28228
127.7873,57.82508
110.9232,40.04655
115.0107,46.33214
125.1167,56.74897
111.3066,41.51642
117.0428,50.42564
120.1157,54.10909
125.8124,59.67308
128.4359,61.59947
131.6132,63.77308
131.7952,60.494
112.8802,42.41031
113.511,43.54361
122.3481,53.95919
126.5397,57.55019
117.828,50.23547
111.9772,44.10175
113.3257,46.34903
138.5558,66.18667
146.6821,68.83581
146.8888,68.75989
124.8058,59.32636
126.86,23.56875
127.5397,23.96767
120.5951,20.13369
150.861,11.55592
160.7655,12.86492
175.2859,13.78011
159.8438,13.00006
161.116,13.27514
174.743,14.21503
144.1082,11.33064
150.9493,12.47197
155.427,13.11497
148.9275,12.58925
149.6329,12.54008
143.895,12.22583
155.4788,13.90039
167.1682,15.09169
120.7011,6.416417
120.6983,6.415
121.7415,6.709084
121.7397,6.709861
121.8542,6.860889
127.8234,8.1395
119.7749,6.734694
120.8416,7.059417
120.841,6.997889
120.8392,6.999028
120.8424,6.999166
127.7217,8.625444
132.7447,9.697972
184.4566,14.07931
188.7435,14.09836
201.7958,13.46564
198.4546,14.15797
205.4183,13.50386
193.4392,14.75103
181.4741,15.32233
192.4836,15.27639
205.0731,14.36531
191.4362,15.69881
192.1128,15.58339
208.1125,14.49217
208.3938,36.54275
198.7152,38.69589
193.709,39.61133
203.6362,38.33397
149.4555,30.82278
170.4128,35.39322
152.8664,32.63575
159.0148,35.15242
161.209,35.60511
177.4526,37.71592
155.7353,34.78236
162.1113,36.25156
163.013,36.32686
154.4865,34.814
168.5443,37.87444
131.524,25.91517
137.1831,28.79508
128.0843,24.50339
122.4488,21.62131
129.5999,25.75192
131.5688,26.85892
185.2074,40.28531
141.1086,32.06914
156.4031,37.22231
186.872,36.69708
192.3058,38.21314
169.007,35.41203
175.5483,36.09261
179.4785,36.39275
179.4743,36.38886
198.6667,36.58447
173.4338,37.30903
167.551,36.96478
175.7664,37.80686
179.0508,38.54644
187.7328,38.60044
192.8416,38.45881
124.3454,20.16439
135.1998,26.02733
115.8656,15.33969
130.1056,23.88139
133.7686,25.76303
141.856,29.42211
141.8941,29.441
127.7233,23.17661
210.4255,33.8215
203.9818,35.85178
208.5318,34.97903
215.3161,33.31611
216.151,33.246
229.2034,28.63381
217.163,33.39597
217.9784,33.63614
232.0699,28.38711
239.8884,24.76042
234.4798,27.91503
234.4831,27.91378
237.5125,26.42508
237.6497,26.30228
240.3526,24.92169
129.2968,23.19842
122.479,19.76547
142.06,28.30831
157.2946,33.27031
135.6736,25.93869
164.5213,33.24328
171.1385,34.52936
204.6872,32.3685
176.953,34.68286
207.3901,32.89806
173.2528,34.7625
200.6799,34.40964
202.9943,34.06583
198.7033,34.88144
172.3212,35.57572
200.3691,35.25883
201.4389,35.10589
122.8527,17.89764
125.1887,19.36275
133.6178,23.50558
138.4442,26.08119
234.9937,23.59347
231.5852,25.51894
208.4876,33.50908
222.0075,29.91545
222.0079,29.91372
229.1127,27.54089
233.6633,25.65303
221.3228,30.55878
248.7661,16.61622
248.6855,17.11439
200.4891,32.83781
218.4949,29.14467
156.8223,30.94814
188.0018,34.15853
188.0035,34.15889
223.1392,27.96725
225.7957,27.19864
123.4704,18.09353
162.4795,32.99083
162.4573,32.98422
162.4583,32.98011
193.5491,34.79436
200.1457,34.14194
221.9904,29.38619
230.048,26.52331
116.0339,14.74111
212.6085,32.32914
219.4632,30.47972
229.7263,27.12042
234.8646,24.94761
171.7021,35.25089
188.8598,35.93897
200.0408,34.94881
208.3007,33.68884
208.5201,33.58858
217.0948,27.46067
221.795,25.9345
222.51,25.91225
225.0571,25.54683
229.5833,23.87714
218.4453,27.94739
221.597,26.86731
222.5996,26.7075
223.1238,26.491
212.1761,29.88522
183.185,31.44836
209.7278,29.57681
194.235,32.44781
195.6929,32.45492
185.4928,33.26053
190.0018,33.18631
201.1823,32.24547
208.5555,31.09995
208.6511,31.37472
248.3622,16.68956
173.4303,31.24644
178.2791,31.66131
185.4102,31.70911
191.0182,31.67544
196.4375,31.20383
162.3624,30.10789
207.83,30.00089
211.5969,29.40369
215.9298,28.34742
202.664,31.28406
161.5975,30.80078
176.6216,33.13922
210.1396,30.8602
216.1413,29.57042
221.595,26.86569
225.0564,25.54881
228.3371,24.49503
163.0657,30.05056
143.2864,25.76558
161.7964,30.72642
174.1675,32.81789
164.2765,31.89294
231.9867,23.12558
245.9514,16.72947
239.7951,20.76219
232.9311,24.072
235.8472,22.84569
197.6727,28.40836
209.6644,26.78022
216.3615,25.34028
224.5007,23.04408
226.0331,22.5197
194.5762,29.12508
227.2433,22.49831
233.8147,20.1935
211.8817,27.22661
224.6263,23.95533
227.9203,22.85703
206.875,28.48769
217.314,26.27708
223.9501,24.59278
223.9461,24.59353
200.0244,29.93442
214.5136,27.46683
223.0782,25.17983
219.0083,24.72314
195.3521,29.30836
210.6194,27.28539
231.26,21.39453
238.4039,18.60967
207.1712,28.23994
219.7222,25.58022
185.3552,30.53169
190.765,30.38111
210.879,27.91828
216.2944,26.70458
239.129,19.16858
190.4074,30.91189
191.5458,30.7212
191.5478,30.72456
194.2622,30.70447
208.211,28.90683
209.2214,24.96597
212.7729,24.19236
208.233,25.48161
218.0484,23.35917
218.1402,23.49319
218.1412,23.49447
205.3243,26.27225
209.6162,25.69806
240.6808,16.66883
246.8383,14.09497
204.6842,26.785
207.1068,26.40994
222.3558,23.34869
236.8918,18.56175
241.2621,19.38664
238.1296,21.63997
205.385,25.31747
207.4414,24.97644
214.2944,24.16489
233.9796,18.44861
245.1243,14.272
246.0145,13.73011
205.0565,26.5652
214.3531,24.89817
222.1877,22.9908
227.989,21.50442
215.9812,24.97653
244.5609,12.79558
249.5664,11.57003
210.1848,23.68836
221.1541,21.39347
224.5413,20.53617
226.9538,19.91647
246.666,50.69656
247.4139,50.23828
253.7447,43.06097
256.549,39.69689
256.6932,39.41145
259.5161,34.78253
259.516,34.78358
260.3456,33.72472
260.3446,33.72347
260.5226,33.07742
260.5221,33.07928
250.7223,48.17708
254.68,43.61256
244.1829,55.15172
253.0836,46.46511
253.0804,46.46869
258.5874,38.56681
242.8147,56.92708
256.388,42.85964
260.2747,36.79108
238.3515,60.957
243.0273,57.83936
243.0281,57.83822
248.3091,53.47822
248.3116,53.47786
252.3697,49.02986
252.3707,49.02945
257.6433,41.65986
258.1239,40.785
259.0763,39.05422
259.1188,39.05994
247.1187,55.44584
255.7404,45.37819
259.2965,40.00475
262.417,34.02969
262.4143,34.03111
232.9041,65.04906
259.605,40.42589
261.5293,36.62903
261.531,36.62881
264.2173,31.16942
248.8259,55.63445
248.8235,55.63364
