RA,DEC
195.2557,65.91019
196.0345,65.86567
210.113,64.13895
215.0572,63.20611
215.9956,62.99244
216.2292,62.92936
216.2298,62.92859
113.2581,35.80108
113.8733,36.66206
114.6341,37.41891
116.2375,39.55217
116.2372,39.93728
118.2704,42.11528
119.2318,43.25447
119.5769,43.96503
125.2425,49.37208
129.7751,52.73544
129.767,52.74228
129.7668,52.74847
129.751,52.91883
129.7477,52.931
139.6806,58.5405
149.4649,62.25269
152.0255,62.7702
152.5689,62.92442
156.9794,64.16959
157.54,64.28525
172.7726,66.2898
174.8312,66.38856
176.0956,66.412
191.8701,66.69514
193.1355,66.61003
193.3755,66.58097
193.2885,66.59153
193.4482,66.57198
193.6057,66.55256
193.5488,66.55933
193.5324,66.56172
198.7156,66.22258
204.3589,65.64003
207.0966,65.20911
217.3582,63.15395
114.5277,38.26178
116.1582,40.48214
120.7706,45.68703
120.9315,45.88578
123.6864,48.84941
123.9725,48.87756
123.9688,49.10872
128.6896,52.86055
129.6011,53.40239
129.5935,53.39697
139.5995,59.06322
140.5738,59.46489
140.9181,59.63975
146.5477,61.87386
150.19,62.98828
150.203,62.99155
153.238,63.62267
166.3228,65.99914
181.6842,67.16139
183.2034,67.10511
189.6021,67.229
189.5864,67.22928
206.4039,65.79578
206.3832,65.79811
209.5907,65.06169
213.8172,64.46198
216.7413,63.55761
112.1947,35.91336
112.3649,36.20761
112.9148,36.73139
113.2822,37.2205
113.3218,37.20611
113.1404,37.33883
115.3601,40.11642
115.3574,40.1128
115.3603,40.08689
115.6082,40.48906
116.0064,41.05836
119.4928,45.13311
126.481,51.59161
132.8684,56.1198
137.5758,58.60064
155.1693,64.64269
159.7048,65.44109
162.6854,66.09072
174.6723,67.22972
174.9453,67.20372
174.7812,67.21941
174.727,67.22439
177.2856,67.32114
180.1594,67.60786
183.3807,67.677
196.1052,67.33186
213.1978,64.91678
112.4372,37.1645
114.1903,39.37622
114.2433,39.42944
117.6585,44.066
120.4979,46.97236
121.2721,47.90947
121.2763,47.90197
127.9217,53.55639
127.919,53.5645
130.1098,54.96014
133.1426,56.83403
133.7804,57.42194
146.0168,62.56786
150.9128,64.10175
172.283,67.45425
173.2897,67.51434
177.1342,67.93736
180.1314,67.88092
194.5868,67.68275
204.5028,66.92239
209.674,66.11
212.4125,65.6238
213.8392,65.38617
114.5245,40.66314
117.4321,44.37595
117.4377,44.36814
117.4374,44.36861
117.4325,44.37539
117.4317,44.37658
118.4599,45.55447
118.7142,45.82261
120.3311,47.59697
120.3581,47.548
120.3737,47.5195
120.3109,47.63361
120.3161,47.62411
120.3045,47.64511
120.3088,47.63728
120.7521,48.05408
124.966,52.04739
125.1858,51.91891
126.5658,53.28253
126.7959,53.52655
127.2323,53.85381
127.6436,54.11542
127.65,54.11995
129.5573,55.34381
132.9176,57.37411
136.6723,59.30433
139.0474,60.41722
144.6762,62.53844
165.6545,67.33542
167.784,67.45197
171.2635,67.77261
176.3517,68.24553
176.569,68.22066
176.2462,68.25758
176.8288,68.1905
176.6744,68.20853
178.6028,68.28736
179.4393,68.30478
184.7182,68.55353
188.3849,68.51847
202.0802,67.63192
213.6156,65.81719
218.0211,64.88897
255.9293,65.34619
257.2228,64.06475
257.2077,64.05153
257.1792,64.02611
257.1123,63.96733
257.0433,63.9055
257.7039,63.45992
260.1228,59.19872
261.3943,56.90278
261.8506,56.70172
261.3295,58.81681
262.0974,57.54525
263.2888,55.26511
263.0862,55.24422
262.9573,55.20533
263.6722,53.48642
257.953,65.25342
258.683,64.56261
261.6594,60.23314
261.7764,59.81728
261.5623,59.73167
262.5141,58.28325
264.4865,53.63831
260.258,63.48486
261.8372,61.09331
262.075,60.94231
262.0744,60.9425
262.5939,59.64317
262.8606,59.19725
264.3182,55.70636
261.1079,64.20014
261.8768,62.45817
262.9555,60.64522
263.708,60.77769
256.2978,65.303
257.1697,64.38936
259.5796,60.96033
259.5723,60.96189
260.5759,59.83569
260.6655,59.50467
260.6449,59.17036
261.77,56.91619
261.9976,56.91681
261.965,56.86705
258.053,64.68692
261.2144,60.15
261.4992,59.05611
262.5378,56.95883
261.8167,60.00839
261.8152,60.01058
262.0537,59.97539
264.0925,55.80575
264.2484,55.00714
264.2339,54.86589
264.905,53.5638
264.9111,53.605
260.0522,64.72875
262.2495,61.50381
262.7761,59.9668
264.5796,56.31908
261.5942,64.16364
261.6352,63.65647
262.2592,62.51447
263.1646,60.78294
264.9454,57.8005
116.1841,39.42689
116.2201,39.45744
116.8835,40.27458
123.1862,47.05908
112.0503,34.33944
113.6686,36.45433
113.8998,37.13275
114.1124,37.20192
117.3632,41.51108
117.8545,42.23239
117.826,42.26492
118.406,42.84781
120.747,45.49267
123.0162,47.74903
124.2315,48.89944
111.741,34.62672
112.0616,35.08986
112.9454,36.23819
112.9479,36.50047
113.3491,37.19022
113.3477,37.191
113.4708,37.30717
114.532,38.8877
114.5309,38.87414
114.7039,39.03933
115.8204,40.26311
116.1565,40.88319
118.052,43.04142
118.726,43.99606
118.7321,43.99225
118.9078,44.19025
119.0832,44.35842
120.4742,45.7635
122.4238,47.73614
123.6554,49.05
123.6654,49.02772
123.698,49.06686
111.5729,34.34364
113.7699,38.50411
115.044,40.14455
118.7111,44.91631
119.3156,45.36053
120.3901,46.64239
120.8576,47.03322
121.1819,47.29967
121.3619,47.7005
122.4007,48.39503
123.4989,49.6548
113.4783,39.00339
114.4412,40.36292
115.5082,41.49395
116.1774,42.35922
116.4793,43.11419
117.0572,43.66156
122.2952,49.06167
141.3053,58.95856
144.447,60.34264
144.4786,60.33183
147.5898,61.43764
150.3103,62.19878
150.3105,62.19753
150.3094,62.20347
150.309,62.20578
150.3092,62.20486
150.3022,62.20092
172.0786,66.00014
191.1018,66.3878
191.1112,66.50686
205.9267,65.076
209.8031,64.38875
209.801,64.38797
209.785,64.38969
211.4851,64.12959
225.3694,60.20639
225.3688,60.19903
225.8702,60.02803
225.8553,60.03111
