,RA,DEC
99840,167.55,5.396
99841,167.549,5.243
99842,167.615,4.965
99843,167.59,5.344
99844,167.524,5.251
99845,167.776,5.487
99846,167.65,5.65
99847,167.752,5.499
99848,167.619,5.633
99849,167.656,5.55
99850,167.622,5.935
99851,167.748,5.356
99852,167.626,4.91
99853,167.72,5.09
99854,167.763,4.87
99855,167.639,5.003
99856,167.839,5.418
99857,212.535,3.388
99858,212.362,3.794
99859,212.43,3.524
99860,212.352,3.681
99861,212.545,3.448
99862,212.548,3.813
99863,213.026,4.13
99864,212.881,4.334
99865,212.998,4.378
99866,212.905,4.477
99867,212.12,3.141
99868,212.154,3.423
99869,211.994,3.549
99870,211.967,3.106
99871,212.101,3.696
99872,212.286,3.964
99873,212.614,3.896
99874,212.594,4.016
99875,212.303,4.14
99876,212.32,4.148
99877,212.321,4.524
99878,212.509,4.55
99879,211.59,3.778
99880,211.625,3.445
99881,211.815,3.719
99882,211.658,3.749
99883,212.132,4.441
99884,212.107,4.496
99885,212.266,4.512
99886,211.383,3.57
99887,211.415,3.411
99888,211.529,3.718
99889,211.588,3.688
99890,211.452,3.641
99891,211.33,3.759
99892,211.53,3.572
99893,212.002,4.133
99894,211.942,3.86
99895,211.888,4.108
99896,211.984,3.835
99897,212.01,3.987
99898,212.037,4.216
99899,212.041,4.271
99900,211.878,4.416
99901,212.047,4.288
99902,211.895,4.385
99903,212.055,4.178
99904,211.495,3.9
99905,211.516,3.943
99906,211.816,4.496
99907,211.307,4.141
99908,211.4,4.084
99909,211.336,4.243
99910,211.228,4.268
99911,211.263,3.86
99912,211.343,4.472
99913,211.243,3.779
99914,211.22,3.786
99915,211.059,3.683
99916,211.081,3.69
99917,211.116,3.521
99918,211.106,3.76
99919,211.251,3.518
99920,210.979,4.061
99921,210.962,3.853
99922,211.106,4.203
99923,210.825,3.456
99924,210.855,3.606
99925,210.67,3.722
99926,210.823,3.686
99927,210.77,4.001
99928,210.791,3.981
99929,210.869,4.386
99930,210.572,3.681
99931,210.635,3.577
99932,210.553,3.68
99933,210.589,4.064
99934,210.691,3.984
99935,210.675,4.355
99936,210.555,4.095
99937,210.668,3.892
99938,210.599,4.159
99939,210.614,4.079
99940,210.754,5.268
99941,210.796,5.544
99942,210.885,5.577
99943,210.551,5.233
99944,210.715,5.209
99945,210.688,5.198
99946,210.66,5.16
99947,210.716,4.66
99948,210.551,4.586
99949,211.185,5.603
99950,211.184,5.496
99951,210.975,5.538
99952,210.968,4.774
99953,210.885,5.163
99954,210.862,4.873
99955,210.885,4.696
99956,210.794,4.712
99957,211.526,5.403
99958,211.329,5.55
99959,211.345,5.471
99960,211.764,5.505
99961,211.791,5.306
99962,211.797,5.335
99963,211.499,5.337
99964,211.707,5.26
99965,211.126,5.108
99966,211.192,4.97
99967,211.099,5.186
99968,211.203,4.981
99969,211.095,4.629
99970,211.074,4.57
99971,211.026,4.981
99972,211.098,4.718
99973,211.953,5.363
99974,211.943,5.385
99975,211.872,5.284
99976,211.948,5.211
99977,211.898,5.22
99978,211.904,5.254
99979,211.446,4.761
99980,211.276,5.206
99981,211.282,4.968
99982,211.399,4.683
99983,211.313,5.034
99984,211.363,4.674
99985,211.634,5.032
99986,211.822,4.923
99987,211.793,5.141
99988,211.587,4.704
99989,211.927,5.069
99990,212.055,5.2
99991,211.999,4.881
99992,211.89,4.945
99993,211.881,5.166
99994,212.027,4.721
99995,211.884,4.575
99996,211.993,5.487
99997,212.055,5.535
99998,212.062,5.466
99999,212.023,5.429
100000,212.141,5.376
100001,212.014,5.335
100002,211.991,5.219
100003,212.098,5.324
100004,212.09,5.383
100005,211.994,5.468
100006,212.37,5.139
100007,212.255,5.172
100008,212.106,5.153
100009,212.356,5.02
100010,212.185,5.035
100011,212.195,4.91
100012,212.095,4.667
100013,212.107,4.606
100014,212.197,4.594
100015,212.29,4.552
100016,212.336,5.493
100017,212.183,5.393
100018,212.572,5.196
100019,212.505,5.129
100020,212.679,4.786
100021,212.752,4.74
100022,212.559,5.358
100023,212.577,5.321
100024,212.631,5.441
100025,212.367,5.315
100026,212.816,5.16
100027,212.803,5.135
100028,212.855,4.972
100029,212.906,4.893
100030,212.871,4.866
100031,212.758,4.803
100032,212.844,4.599
100033,214.582,3.567
100034,214.997,3.431
100035,214.693,3.272
100036,214.863,3.602
100037,214.467,3.585
100038,214.481,3.663
100039,214.537,3.252
100040,214.791,4.398
100041,214.78,3.855
100042,215.098,4.154
100043,214.863,4.288
100044,215.187,4.257
100045,214.782,4.443
100046,214.758,4.557
100047,214.881,3.851
100048,214.814,4.539
100049,214.204,3.509
100050,214.192,3.285
100051,214.149,3.291
100052,214.126,3.509
100053,214.202,3.63
100054,214.196,3.581
100055,214.279,3.636
100056,214.349,3.706
100057,214.428,3.714
100058,214.491,3.94
100059,214.627,4.328
100060,214.597,4.536
100061,214.649,4.523
100062,214.384,4.562
100063,214.673,4.606
100064,214.002,3.42
100065,214.066,3.624
100066,214.098,3.682
100067,213.911,3.748
100068,214.065,3.713
100069,214.069,3.779
100070,214.04,3.806
100071,214.113,4.436
100072,214.065,4.566
100073,214.049,4.09
100074,214.089,4.369
100075,213.793,3.502
100076,213.79,3.674
100077,213.827,3.596
100078,213.846,3.512
100079,213.707,3.757
100080,213.842,3.737
100081,213.898,3.926
100082,213.992,4.504
100083,214.017,4.218
100084,214.018,4.153
100085,213.896,3.943
100086,213.964,4.194
100087,213.997,4.017
100088,214.029,4.568
100089,213.982,4.555
100090,213.948,4.16
100091,213.92,4.602
100092,213.976,4.573
100093,213.842,3.999
100094,213.838,3.856
100095,213.879,3.988
100096,213.838,3.879
100097,213.851,4.516
100098,213.803,3.937
100099,213.887,4.588
100100,213.814,4.604
100101,213.849,4.409
100102,213.809,4.038
100103,213.466,4.369
100104,213.778,4.601
100105,213.643,4.349
100106,213.424,3.324
100107,213.591,2.958
100108,213.555,3.47
100109,213.544,3.239
100110,213.524,3.384
100111,213.528,3.582
100112,213.568,3.374
100113,213.541,3.458
100114,213.551,3.699
100115,213.37,4.252
100116,213.207,4.104
100117,213.359,3.85
100118,213.267,3.565
100119,213.22,3.598
100120,213.076,3.022
100121,213.279,3.716
100122,213.289,3.419
100123,213.279,3.616
100124,213.259,3.602
100125,213.012,4.378
100126,213.139,3.836
100127,213.137,3.816
100128,212.997,4.27
100129,213.207,3.813
100130,213.095,4.4
100131,213.052,4.299
100132,212.887,3.405
100133,212.626,3.437
100134,213.016,3.734
100135,212.863,3.425
100136,212.53,4.474
100137,212.474,4.577
100138,212.514,4.245
100139,212.661,3.922
100140,212.71,4.111
100141,212.883,5.419
100142,213.037,5.118
100143,212.929,5.249
100144,212.863,5.38
100145,212.674,5.284
100146,213.0,5.442
100147,212.98,5.272
100148,212.927,5.227
100149,212.795,5.206
100150,212.72,5.285
100151,212.825,4.958
100152,212.677,4.909
100153,212.869,4.868
100154,212.62,4.889
100155,212.817,4.928
100156,212.815,4.747
100157,212.4,4.847
100158,213.095,5.431
100159,213.3,5.504
100160,213.138,5.196
100161,213.053,5.13
100162,213.168,5.063
100163,213.102,5.06
100164,212.92,5.077
100165,213.003,4.839
100166,213.105,4.945
100167,213.165,4.856
100168,213.008,4.942
100169,213.607,5.249
100170,213.483,5.464
100171,213.599,5.337
100172,213.589,5.265
100173,213.514,5.143
100174,213.34,5.323
100175,213.606,5.322
100176,213.406,5.106
100177,213.261,5.02
100178,213.206,5.031
100179,213.314,4.991
100180,213.242,5.067
100181,213.395,4.717
100182,213.744,5.359
100183,213.855,5.262
100184,213.843,5.459
100185,213.884,5.422
100186,213.682,5.39
100187,213.755,5.469
100188,213.743,5.148
100189,213.916,5.205
100190,213.909,5.192
100191,213.74,5.13
100192,213.674,4.751
100193,213.634,4.939
100194,213.571,5.072
100195,213.647,5.029
100196,213.626,4.653
100197,213.617,4.717
100198,213.726,4.904
100199,213.79,4.927
100200,213.815,5.041
100201,213.8,4.872
100202,213.713,4.672
100203,213.804,4.668
100204,213.708,4.95
100205,213.712,4.698
100206,213.736,4.945
100207,213.956,4.951
100208,213.855,4.934
100209,213.829,5.018
100210,213.822,4.948
100211,213.856,4.972
100212,213.927,4.772
100213,213.881,4.696
100214,214.154,5.321
100215,213.925,5.408
100216,214.086,5.372
100217,214.07,5.324
100218,213.932,5.157
100219,214.12,5.055
100220,214.101,5.053
100221,213.965,4.894
100222,214.237,5.083
100223,214.008,4.791
100224,214.24,4.989
100225,214.025,5.024
100226,214.161,4.877
100227,214.103,4.634
100228,214.038,4.608
100229,214.228,5.419
100230,214.389,5.218
100231,214.506,5.432
100232,214.484,5.439
100233,214.54,5.426
100234,214.368,5.228
100235,214.539,5.195
100236,214.417,5.159
100237,214.341,5.181
100238,214.707,4.984
100239,214.314,5.055
100240,214.498,5.069
100241,214.345,5.02
100242,214.486,5.047
100243,214.436,4.93
100244,214.593,4.616
100245,214.715,5.166
100246,214.782,5.384
100247,214.694,5.33
100248,214.774,5.183
100249,214.573,5.129
100250,214.826,4.897
100251,214.832,5.05
100252,214.813,5.072
100253,214.729,4.942
100254,214.817,4.996
100255,214.896,4.691
100256,214.918,4.871
100257,214.921,4.776
100258,215.121,4.691
100259,214.994,4.734
100260,214.796,4.824
100261,216.846,3.556
100262,216.832,3.512
100263,216.921,3.301
100264,216.844,3.576
100265,217.043,3.504
100266,216.899,3.576
100267,216.923,3.372
100268,217.001,4.117
100269,216.968,4.175
100270,216.498,3.204
100271,216.472,3.321
100272,216.632,3.343
100273,216.491,3.02
100274,216.313,3.402
100275,216.586,3.417
100276,216.661,3.505
100277,216.582,3.491
100278,216.16,3.261
100279,216.148,3.221
100280,216.169,3.245
100281,216.24,3.548
100282,216.289,3.338
100283,216.156,3.55
100284,216.352,3.66
100285,216.351,4.149
100286,215.716,3.407
100287,215.925,3.931
100288,215.963,3.744
100289,215.929,4.323
100290,215.928,4.268
100291,215.892,4.251
100292,215.804,4.215
100293,215.773,3.774
100294,215.636,4.176
100295,215.621,3.628
100296,215.701,4.06
100297,215.28,3.654
100298,215.236,3.872
100299,215.473,4.116
100300,215.502,3.673
100301,215.384,3.24
100302,215.494,2.91
100303,215.447,3.393
100304,215.523,3.418
100305,215.401,3.258
100306,215.554,3.319
100307,215.56,3.564
100308,215.079,3.509
100309,215.133,3.465
100310,214.637,4.308
100311,214.718,4.198
100312,214.532,3.393
100313,214.402,4.04
100314,214.499,4.207
100315,214.33,4.286
100316,214.228,4.298
100317,214.458,3.69
100318,214.47,3.752
100319,214.391,3.908
100320,214.426,3.644
100321,214.859,5.079
100322,214.852,5.148
100323,214.573,5.028
100324,214.551,4.975
100325,214.749,5.04
100326,214.525,4.715
100327,214.621,4.325
100328,215.063,5.18
100329,215.002,5.117
100330,214.994,5.103
100331,214.926,5.033
100332,215.049,4.972
100333,215.046,5.042
100334,214.964,5.093
100335,214.714,4.77
100336,214.75,4.815
100337,214.709,4.814
100338,214.793,4.548
100339,214.755,4.669
100340,214.836,4.606
100341,214.79,4.389
100342,215.374,5.073
100343,215.306,5.302
100344,215.217,5.324
100345,215.371,5.355
100346,215.179,5.051
100347,215.272,4.921
100348,215.232,5.234
100349,215.326,5.076
100350,215.023,4.691
100351,215.18,4.647
100352,215.198,4.37
100353,214.979,4.679
100354,215.321,4.37
100355,215.669,5.344
100356,215.443,5.331
100357,215.575,5.01
100358,215.53,4.794
100359,215.391,4.448
100360,215.468,4.485
100361,215.545,4.501
100362,215.628,4.848
100363,215.712,4.666
100364,215.714,4.705
100365,215.69,4.818
100366,215.654,4.584
100367,215.658,4.813
100368,215.717,4.64
100369,215.648,4.548
100370,215.674,4.725
100371,215.739,4.814
100372,215.74,4.726
100373,215.964,4.506
100374,215.861,4.533
100375,215.724,5.183
100376,215.97,5.282
100377,216.044,5.181
100378,215.871,4.976
100379,215.863,5.05
100380,216.236,4.592
100381,216.198,4.718
100382,216.011,4.327
100383,216.28,4.38
100384,216.055,4.565
100385,216.327,5.272
100386,216.199,5.19
100387,216.18,5.302
100388,216.423,5.14
100389,216.144,5.062
100390,216.141,4.99
100391,216.44,4.637
100392,216.476,4.446
100393,216.793,4.757
100394,216.408,4.647
100395,216.822,4.803
100396,216.344,4.598
100397,216.697,4.479
100398,216.579,5.245
100399,216.51,5.234
100400,216.499,5.197
100401,216.544,5.257
100402,216.756,4.942
100403,216.505,5.035
100404,216.885,4.822
100405,216.9,4.499
100406,216.873,4.78
100407,217.039,4.639
100408,216.89,4.46
100409,217.008,4.49
100410,216.823,4.386
100411,216.865,4.475
100412,217.008,4.41
100413,216.916,4.426
100414,216.875,4.385
100415,216.956,4.35
100416,218.668,3.086
100417,218.675,3.297
100418,218.621,3.367
100419,218.454,3.237
100420,218.69,3.34
100421,218.788,3.465
100422,218.567,3.451
100423,218.859,3.808
100424,218.845,3.573
100425,218.973,3.813
100426,218.899,3.689
100427,218.717,3.887
100428,218.98,3.884
100429,218.735,4.058
100430,218.228,3.215
100431,218.368,3.158
100432,218.089,3.414
100433,218.093,3.298
100434,218.522,3.658
100435,218.488,3.663
100436,218.579,3.664
100437,217.897,3.319
100438,218.013,3.083
100439,217.813,3.28
100440,217.953,3.307
100441,217.865,3.418
100442,217.899,3.273
100443,218.03,3.271
100444,218.415,3.639
100445,218.331,3.677
100446,218.391,3.703
100447,218.42,3.827
100448,218.394,3.931
100449,218.339,3.82
100450,217.718,3.235
100451,217.679,2.792
100452,217.669,3.437
100453,217.764,3.293
100454,217.767,3.417
100455,217.682,3.197
100456,218.208,3.673
100457,218.174,3.775
100458,218.227,3.827
100459,218.289,3.575
100460,218.294,3.943
100461,218.071,3.768
100462,217.902,3.536
100463,217.962,3.917
100464,217.59,3.907
100465,217.61,3.915
100466,217.406,3.402
100467,217.488,3.181
100468,217.292,3.384
100469,217.281,3.401
100470,217.5,3.304
100471,217.443,3.426
100472,217.281,4.056
100473,217.448,3.588
100474,217.508,3.567
100475,217.016,3.285
100476,217.139,3.262
100477,217.04,3.532
100478,217.202,3.279
100479,217.008,3.835
100480,216.835,3.819
100481,217.243,4.043
100482,216.842,3.073
100483,216.211,3.423
100484,216.344,3.492
100485,216.471,3.908
100486,216.196,3.947
100487,216.573,3.578
100488,216.749,3.599
100489,216.728,3.587
100490,216.511,4.838
100491,216.668,5.205
100492,216.576,4.942
100493,216.311,4.81
100494,216.495,4.946
100495,216.264,4.749
100496,216.208,4.715
100497,216.153,4.559
100498,216.24,4.286
100499,216.168,4.57
100500,216.115,4.074
100501,216.263,4.364
100502,216.186,4.241
100503,216.947,4.912
100504,216.826,4.803
100505,216.928,5.238
100506,216.614,4.704
100507,216.351,4.662
100508,216.7,4.666
100509,216.474,4.643
100510,216.72,4.52
100511,216.905,4.5
100512,216.479,4.102
100513,216.498,4.127
100514,217.159,5.152
100515,217.253,5.186
100516,217.538,5.242
100517,217.29,4.769
100518,217.298,4.822
100519,217.351,4.866
100520,217.233,4.627
100521,217.091,4.326
100522,216.92,4.521
100523,217.089,4.735
100524,217.228,4.722
100525,217.249,4.153
100526,217.175,4.548
100527,216.916,4.337
100528,217.263,4.678
100529,217.769,4.83
100530,217.72,5.003
100531,217.718,4.933
100532,217.824,5.155
100533,217.741,4.801
100534,217.765,4.784
100535,217.695,5.062
100536,217.819,4.78
100537,217.554,4.711
100538,217.592,4.277
100539,217.53,4.618
100540,217.344,4.727
100541,217.43,4.189
100542,217.659,4.107
100543,217.767,4.543
100544,217.702,4.409
100545,217.823,4.394
100546,217.855,4.745
100547,217.842,4.421
100548,217.891,4.297
100549,217.901,5.138
100550,217.998,5.049
100551,217.835,4.879
100552,217.881,4.852
100553,217.977,4.919
100554,218.047,4.439
100555,218.008,4.132
100556,218.106,4.862
100557,218.111,4.847
100558,218.117,4.766
100559,218.051,4.993
100560,218.443,4.601
100561,218.225,4.619
100562,218.163,4.544
100563,218.491,4.301
100564,218.207,4.338
100565,218.581,5.028
100566,218.383,4.787
100567,218.851,4.576
100568,218.643,4.536
100569,218.912,4.273
100570,218.647,4.216
100571,218.859,4.109
100572,218.504,4.351
100573,218.591,4.264
100574,220.469,3.403
100575,220.589,3.271
100576,220.424,3.224
100577,220.353,3.462
100578,220.709,3.461
100579,220.678,3.489
100580,220.62,3.131
100581,220.489,3.518
100582,220.738,3.611
100583,220.45,3.675
100584,220.474,3.749
100585,220.36,3.505
100586,220.57,3.812
100587,220.713,3.682
100588,220.686,3.619
100589,220.717,3.63
100590,220.247,3.401
100591,220.247,3.137
100592,220.262,3.292
100593,220.234,3.494
100594,220.115,3.686
100595,219.962,3.558
100596,220.206,3.664
100597,220.089,3.77
100598,220.107,3.733
100599,220.028,3.874
100600,220.22,3.855
100601,220.076,3.304
100602,219.908,3.147
100603,219.98,3.093
100604,220.054,3.344
100605,220.039,3.362
100606,219.78,3.733
100607,219.742,3.71
100608,219.888,3.224
100609,219.699,3.297
100610,219.614,3.275
100611,219.825,3.368
100612,219.681,3.519
100613,219.696,3.682
100614,219.63,3.513
100615,219.666,3.82
100616,219.416,3.538
100617,219.563,3.513
100618,219.576,3.521
100619,219.32,3.639
100620,219.572,3.857
100621,219.439,3.807
100622,219.252,3.53
100623,219.123,3.54
100624,219.049,3.592
100625,219.101,3.819
100626,219.43,2.729
100627,219.161,3.193
100628,219.282,3.395
100629,219.237,3.225
100630,219.447,3.235
100631,219.347,3.373
100632,218.683,3.888
100633,218.947,3.833
100634,218.914,3.838
100635,218.711,3.645
100636,219.029,3.63
100637,218.812,3.7
100638,218.791,3.746
100639,218.695,3.342
100640,219.102,2.873
100641,218.709,3.265
100642,219.036,3.114
100643,218.51,3.811
100644,218.441,3.601
100645,218.466,3.685
100646,218.611,3.71
100647,218.626,3.67
100648,218.565,3.831
100649,218.519,3.776
100650,218.404,3.241
100651,218.21,3.464
100652,218.389,3.275
100653,218.038,3.431
100654,218.571,3.394
100655,218.122,3.457
100656,218.186,3.833
100657,218.299,3.806
100658,218.288,3.514
100659,218.282,3.581
100660,218.54,4.961
100661,218.539,4.674
100662,218.38,4.806
100663,218.418,4.836
100664,218.163,4.609
100665,218.251,4.299
100666,218.09,4.468
100667,218.066,4.412
100668,218.245,3.941
100669,218.209,4.33
100670,218.104,3.949
100671,217.971,4.459
100672,218.245,3.896
100673,218.039,4.025
100674,218.768,4.611
100675,218.714,5.018
100676,218.882,4.821
100677,218.942,4.869
100678,218.493,4.342
100679,218.326,4.007
100680,218.506,4.15
100681,218.432,3.983
100682,218.451,3.957
100683,218.323,3.903
100684,219.115,4.691
100685,219.077,4.927
100686,219.126,4.893
100687,219.197,4.667
100688,218.923,4.188
100689,218.813,4.408
100690,218.618,4.044
100691,218.896,4.054
100692,218.994,3.97
100693,218.659,4.217
100694,218.909,3.977
100695,219.0,3.9
100696,219.429,4.872
100697,219.215,5.087
100698,219.249,5.054
100699,219.343,4.873
100700,219.248,4.821
100701,219.323,5.081
100702,219.114,4.314
100703,219.016,4.289
100704,219.216,4.393
100705,219.234,4.293
100706,219.262,4.093
100707,219.201,4.05
100708,219.294,4.551
100709,219.305,4.256
100710,219.448,4.277
100711,219.361,4.057
100712,219.294,4.065
100713,219.576,4.148
100714,219.476,4.428
100715,219.565,4.497
100716,219.476,4.296
100717,219.531,4.5
100718,219.554,4.268
100719,219.481,3.985
100720,219.59,4.298
100721,219.508,4.105
100722,219.537,4.244
100723,219.491,4.055
100724,219.862,4.922
100725,219.474,5.013
100726,219.694,5.112
100727,219.742,4.774
100728,219.633,4.928
100729,219.648,4.638
100730,219.783,4.487
100731,219.788,4.552
100732,219.752,4.049
100733,219.697,3.942
100734,219.673,4.105
100735,219.622,4.175
100736,219.741,3.892
100737,219.733,3.921
100738,220.053,4.968
100739,219.915,5.102
100740,219.995,4.899
100741,220.071,4.845
100742,219.884,5.06
100743,219.929,4.976
100744,219.961,4.688
100745,219.99,4.988
100746,220.035,4.932
100747,219.799,4.451
100748,220.019,4.39
100749,220.146,3.939
100750,219.951,3.958
100751,219.922,3.924
100752,220.002,4.213
100753,220.27,5.017
100754,220.276,5.087
100755,220.173,5.09
100756,220.181,4.981
100757,220.176,3.981
100758,222.449,3.076
100759,222.427,3.221
100760,222.564,3.222
100761,222.416,3.733
100762,222.697,3.613
100763,222.67,3.583
100764,222.379,3.55
100765,222.661,3.788
100766,222.37,3.802
100767,221.608,3.106
100768,221.62,3.237
100769,221.591,3.119
100770,221.863,3.245
100771,221.887,3.211
100772,221.541,3.058
100773,222.117,3.409
100774,222.099,3.513
100775,222.263,3.831
100776,221.367,2.996
100777,221.405,3.09
100778,221.329,2.837
100779,221.374,3.134
100780,221.501,3.371
100781,221.476,3.138
100782,221.295,3.333
100783,221.775,3.441
100784,221.815,3.828
100785,221.804,3.757
100786,221.812,3.856
100787,221.977,3.845
100788,221.655,3.657
100789,221.171,3.042
100790,221.043,3.046
100791,221.047,3.289
100792,221.117,3.145
100793,221.282,3.323
100794,221.535,3.551
100795,221.515,3.455
100796,221.605,3.423
100797,221.373,3.767
100798,221.365,3.582
100799,221.537,3.855
100800,221.465,3.697
100801,221.093,3.684
