,RA,DEC
64267,195.251,-3.448
64268,195.051,-3.408
64269,195.059,-3.343
64270,194.986,-3.105
64271,195.018,-2.982
64272,195.426,-2.742
64273,194.875,-2.898
64274,195.437,-3.174
64275,195.276,-3.266
64276,195.486,-1.699
64277,195.631,-1.275
64278,195.28,-1.758
64279,194.924,-2.114
64280,195.199,-2.438
64281,195.107,-2.544
64282,196.083,-1.343
64283,196.002,-1.49
64284,195.975,-1.762
64285,196.017,-1.924
64286,195.549,-2.443
64287,195.358,-2.049
64288,195.693,-2.562
64289,196.192,-1.28
64290,195.894,-2.598
64291,195.922,-2.004
64292,196.523,-1.539
64293,196.464,-1.318
64294,196.547,-1.79
64295,196.406,-1.857
64296,196.381,-1.918
64297,195.998,-2.629
64298,196.071,-2.316
64299,196.226,-2.624
64300,196.244,-2.408
64301,196.151,-2.191
64302,196.337,-2.132
64303,196.275,-2.459
64304,196.293,-2.588
64305,196.367,-2.643
64306,196.352,-2.172
64307,196.247,-2.606
64308,196.429,-2.221
64309,196.51,-2.186
64310,196.47,-2.045
64311,196.52,-2.669
64312,196.641,-2.603
64313,196.539,-2.609
64314,196.651,-1.843
64315,196.553,-1.603
64316,196.664,-1.548
64317,196.77,-1.472
64318,196.734,-1.476
64319,197.063,-2.161
64320,197.139,-2.043
64321,196.893,-1.962
64322,197.024,-2.438
64323,196.769,-1.944
64324,196.728,-2.526
64325,196.955,-2.478
64326,196.822,-1.467
64327,197.133,-2.154
64328,197.199,-1.992
64329,197.306,-2.091
64330,197.147,-2.339
64331,197.681,-2.703
64332,197.143,-2.645
64333,197.253,-1.905
64334,197.404,-1.903
64335,197.642,-2.049
64336,197.614,-2.067
64337,197.479,-2.586
64338,197.61,-2.658
64339,197.65,-2.297
64340,197.676,-2.455
64341,199.08,-3.197
64342,198.844,-3.524
64343,198.851,-3.22
64344,198.972,-3.248
64345,199.209,-3.063
64346,199.197,-3.049
64347,199.176,-3.145
64348,199.364,-2.339
64349,199.379,-2.762
64350,199.382,-2.903
64351,199.428,-2.62
64352,199.158,-2.922
64353,198.783,-3.313
64354,198.686,-3.613
64355,198.635,-3.59
64356,198.657,-3.308
64357,199.021,-2.618
64358,199.142,-2.289
64359,199.104,-2.514
64360,199.073,-2.183
64361,199.143,-2.515
64362,198.532,-3.476
64363,198.505,-3.45
64364,198.461,-3.523
64365,198.507,-3.504
64366,198.483,-3.527
64367,198.376,-3.014
64368,198.544,-3.295
64369,198.417,-3.289
64370,198.462,-3.184
64371,198.462,-3.606
64372,198.487,-2.974
64373,198.373,-3.114
64374,198.94,-2.769
64375,198.949,-2.828
64376,198.86,-2.676
64377,198.858,-2.557
64378,198.746,-2.732
64379,198.835,-2.712
64380,198.754,-2.299
64381,198.312,-3.399
64382,198.268,-3.498
64383,198.319,-3.627
64384,198.202,-3.141
64385,198.297,-3.096
64386,198.215,-3.348
64387,198.655,-2.214
64388,198.586,-2.379
64389,198.736,-2.483
64390,198.715,-2.864
64391,198.349,-2.857
64392,198.241,-2.71
64393,198.31,-2.658
64394,198.327,-2.436
64395,198.309,-2.611
64396,198.021,-2.87
64397,198.09,-2.746
64398,198.1,-2.887
64399,198.111,-2.792
64400,198.111,-2.457
64401,197.841,-3.198
64402,198.141,-3.452
64403,197.95,-2.977
64404,198.046,-3.179
64405,198.135,-3.018
64406,197.752,-2.626
64407,197.837,-2.56
64408,197.814,-2.591
64409,197.875,-2.707
64410,197.702,-2.577
64411,197.902,-2.271
64412,197.992,-2.427
64413,197.872,-2.473
64414,197.829,-3.413
64415,197.661,-3.373
64416,197.836,-3.374
64417,197.651,-3.135
64418,197.35,-2.828
64419,197.235,-2.791
64420,197.245,-2.891
64421,197.326,-2.725
64422,197.271,-2.441
64423,197.285,-2.669
64424,197.559,-3.519
64425,197.519,-3.086
64426,197.144,-2.847
64427,197.144,-2.574
64428,196.798,-2.714
64429,197.074,-2.816
64430,197.076,-2.523
64431,197.144,-1.326
64432,197.258,-1.358
64433,197.077,-1.269
64434,197.103,-1.36
64435,197.125,-1.287
64436,197.098,-1.26
64437,197.278,-1.308
64438,196.846,-1.64
64439,196.91,-1.645
64440,197.608,-1.39
64441,197.601,-1.48
64442,197.382,-1.501
64443,197.423,-1.608
64444,197.429,-1.911
64445,197.283,-1.596
64446,197.389,-1.881
64447,197.803,-1.451
64448,197.828,-1.295
64449,197.838,-1.478
64450,197.857,-1.521
64451,197.855,-1.633
64452,197.781,-2.009
64453,197.615,-2.071
64454,197.756,-2.127
64455,198.048,-1.319
64456,197.964,-1.45
64457,197.996,-1.417
64458,197.958,-1.405
64459,197.918,-2.073
64460,197.95,-1.553
64461,198.05,-1.72
64462,198.414,-2.074
64463,198.094,-1.624
64464,198.541,-1.577
64465,198.582,-1.652
64466,198.643,-2.055
64467,198.615,-2.131
64468,198.567,-2.075
64469,198.591,-2.147
64470,198.568,-1.346
64471,198.498,-1.215
64472,198.341,-1.224
64473,198.889,-1.809
64474,199.029,-2.153
64475,198.695,-1.37
64476,198.868,-1.288
64477,198.777,-1.442
64478,199.227,-1.832
64479,199.305,-1.641
64480,199.264,-1.918
64481,199.175,-1.657
64482,199.204,-1.933
64483,199.347,-1.447
64484,199.059,-1.488
64485,199.054,-1.298
64486,199.331,-1.966
64487,199.462,-1.863
64488,199.401,-2.083
64489,199.436,-2.052
64490,199.36,-1.769
64491,199.484,-2.142
64492,199.346,-1.955
64493,200.975,-3.191
64494,201.197,-3.349
64495,201.018,-3.373
64496,201.181,-3.379
64497,200.944,-3.295
64498,201.093,-3.327
64499,201.241,-3.268
64500,200.986,-3.238
64501,201.137,-3.442
64502,200.989,-3.28
64503,201.215,-2.96
64504,201.16,-2.996
64505,201.234,-3.017
64506,201.14,-2.927
64507,201.109,-3.085
64508,201.203,-2.994
64509,200.98,-3.48
64510,200.933,-3.567
64511,200.99,-3.412
64512,200.897,-3.502
64513,201.124,-3.489
64514,200.975,-3.522
64515,200.966,-3.429
64516,201.012,-2.671
64517,200.93,-2.706
64518,200.965,-2.77
64519,200.998,-3.016
64520,200.961,-2.75
64521,200.897,-2.384
64522,200.685,-3.538
64523,200.929,-3.371
64524,200.743,-3.267
64525,200.669,-3.285
64526,200.912,-3.434
64527,200.761,-3.261
64528,200.849,-3.198
64529,200.763,-2.885
64530,200.718,-2.867
64531,200.696,-3.009
64532,200.789,-2.877
64533,200.72,-2.457
64534,200.72,-2.342
64535,200.874,-2.333
64536,200.561,-3.611
64537,200.334,-3.454
64538,200.579,-3.58
64539,200.502,-3.384
64540,200.603,-3.202
64541,200.595,-3.179
64542,200.624,-3.298
64543,200.632,-2.377
64544,200.593,-3.005
64545,200.63,-2.954
64546,200.609,-2.418
64547,200.655,-2.514
64548,200.649,-2.976
64549,200.651,-2.696
64550,200.622,-2.611
64551,200.488,-2.997
64552,200.376,-3.026
64553,200.4,-3.069
64554,200.388,-2.879
64555,200.572,-2.362
64556,200.504,-2.617
64557,200.539,-2.608
64558,200.586,-2.32
64559,200.105,-2.926
64560,200.18,-2.715
64561,200.089,-2.556
64562,200.311,-2.501
64563,200.254,-2.714
64564,200.246,-3.491
64565,200.264,-3.615
64566,200.052,-3.608
64567,200.023,-3.488
64568,200.321,-3.438
64569,200.277,-3.506
64570,200.285,-3.433
64571,200.296,-3.284
64572,199.959,-3.091
64573,199.863,-2.74
64574,199.952,-2.668
64575,199.927,-3.585
64576,199.902,-3.324
64577,199.566,-3.304
64578,199.575,-2.858
64579,199.798,-3.015
64580,199.771,-2.515
64581,199.153,-3.499
64582,199.372,-3.181
64583,199.497,-3.626
64584,199.424,-3.122
64585,199.153,-3.075
64586,199.359,-1.252
64587,199.521,-1.554
64588,199.354,-1.445
64589,198.727,-2.002
64590,199.766,-1.341
64591,199.786,-1.523
64592,199.802,-1.496
64593,199.601,-1.412
64594,199.563,-1.744
64595,199.734,-1.837
64596,199.604,-1.636
64597,199.544,-1.703
64598,199.681,-1.728
64599,199.586,-1.645
64600,199.71,-1.759
64601,199.837,-1.623
64602,199.77,-2.311
64603,199.921,-1.391
64604,200.128,-1.337
64605,199.953,-1.349
64606,199.984,-1.366
64607,200.043,-1.805
64608,200.051,-1.998
64609,199.889,-1.6
64610,200.1,-2.018
64611,200.01,-1.615
64612,200.186,-1.339
64613,200.173,-1.349
64614,200.125,-1.566
64615,200.131,-1.471
64616,200.144,-1.538
64617,200.264,-1.456
64618,200.272,-1.542
64619,200.252,-2.288
64620,200.334,-2.156
64621,200.147,-1.959
64622,200.201,-1.983
64623,200.116,-1.729
64624,200.23,-1.843
64625,200.217,-1.992
64626,200.3,-2.062
64627,200.377,-2.146
64628,200.34,-2.079
64629,200.492,-2.144
64630,200.432,-1.654
64631,200.517,-1.917
64632,200.57,-1.937
64633,200.542,-1.718
64634,200.664,-1.75
64635,200.677,-1.735
64636,200.668,-1.844
64637,200.596,-2.164
64638,200.627,-1.683
64639,200.591,-1.94
64640,200.584,-2.181
64641,200.593,-2.036
64642,200.674,-1.959
64643,200.362,-1.281
64644,200.531,-1.391
64645,200.493,-1.515
64646,200.704,-1.665
64647,200.785,-1.701
64648,200.764,-1.876
64649,200.78,-2.039
64650,200.755,-2.186
64651,200.679,-2.169
64652,200.751,-1.31
64653,200.602,-1.272
64654,200.81,-1.391
64655,200.722,-1.619
64656,200.657,-1.479
64657,200.56,-1.55
64658,200.807,-1.453
64659,200.804,-1.435
64660,200.822,-1.829
64661,200.954,-1.697
64662,200.827,-1.648
64663,200.862,-1.964
64664,200.878,-1.477
64665,200.888,-1.264
64666,201.119,-1.454
64667,200.936,-1.462
64668,200.866,-1.593
64669,200.923,-1.595
64670,200.84,-1.321
64671,201.101,-1.384
64672,200.931,-1.439
64673,201.172,-1.563
64674,201.002,-1.704
64675,201.137,-1.603
64676,201.073,-1.792
64677,201.011,-1.869
64678,200.99,-1.939
64679,201.017,-2.229
64680,237.617,-0.559
64681,237.851,-0.652
64682,238.155,-0.544
64683,238.204,-0.527
64684,238.25,-0.005
64685,238.207,-0.289
64686,237.525,-0.591
64687,237.35,-0.603
64688,237.614,-0.593
64689,237.288,-0.544
64690,237.707,-0.117
64691,237.823,-0.395
64692,237.522,-0.347
64693,237.545,-0.513
64694,237.596,-0.007
64695,237.458,0.053
64696,237.258,-0.743
64697,237.248,-0.662
64698,237.304,-0.482
64699,237.454,-0.423
64700,237.257,-0.117
64701,237.345,-0.087
64702,237.433,-0.067
64703,237.06,-0.549
64704,237.191,-0.048
64705,237.207,-0.369
64706,237.155,-0.244
64707,237.226,-0.029
64708,237.179,-0.07
64709,237.159,0.034
64710,237.102,-0.104
64711,236.81,0.038
64712,237.125,-0.367
64713,236.758,-0.377
64714,236.768,-0.36
64715,236.724,-0.077
64716,236.681,-0.177
64717,236.722,-0.211
64718,236.712,-0.305
64719,236.76,-0.103
64720,236.674,-0.619
64721,236.766,-0.547
64722,236.464,-0.097
64723,236.564,-0.174
64724,236.414,-0.285
64725,236.445,-0.506
64726,236.516,-0.03
64727,236.465,0.035
64728,236.463,-0.056
64729,236.435,0.106
64730,236.397,-0.493
64731,236.35,-0.598
64732,236.422,-1.072
64733,236.369,-0.574
64734,236.548,-0.549
64735,236.247,-0.475
64736,236.186,-0.489
64737,236.287,-0.518
64738,236.342,-0.467
64739,236.192,-0.42
64740,236.145,-0.509
64741,236.196,-0.015
64742,236.173,-0.254
64743,236.285,-0.659
64744,235.601,-0.144
64745,235.748,-0.142
64746,235.945,0.968
64747,236.015,0.389
64748,235.983,0.587
64749,235.953,0.471
64750,236.526,1.176
64751,236.29,0.606
64752,236.217,0.242
64753,236.22,0.514
64754,236.502,0.557
64755,236.527,0.725
64756,236.31,0.772
64757,236.297,0.238
64758,236.399,0.158
64759,236.775,0.578
64760,236.732,0.742
64761,236.711,0.182
64762,236.72,0.154
64763,236.586,0.209
64764,236.646,0.257
64765,236.581,0.471
64766,236.882,0.344
64767,236.823,0.692
64768,236.797,0.407
64769,236.776,0.348
64770,236.888,0.39
64771,236.876,0.425
64772,237.262,0.26
64773,237.083,0.185
64774,237.217,0.344
64775,237.255,0.512
64776,237.33,0.183
64777,237.402,0.166
64778,237.399,0.427
64779,237.285,0.416
64780,237.543,0.637
64781,237.616,0.696
64782,237.601,0.569
64783,237.811,0.293
64784,237.797,0.642
64785,237.498,0.202
64786,238.263,0.159
64787,237.866,0.236
64788,237.999,0.746
64789,238.294,0.539
64790,238.532,-0.096
64791,238.424,-0.573
64792,238.321,-0.464
64793,238.427,-0.62
64794,238.407,-0.084
64795,238.363,-0.46
64796,237.607,-0.147
64797,238.148,-0.506
64798,237.692,-0.602
64799,237.778,-0.431
64800,237.877,0.702
64801,237.719,0.401
64802,237.916,-0.033
64803,237.799,0.297
64804,237.778,0.087
64805,238.372,0.605
64806,238.489,0.688
64807,238.331,0.567
64808,238.02,0.14
64809,237.975,0.027
64810,238.54,0.676
64811,238.384,0.447
64812,238.572,0.27
64813,238.494,0.448
64814,238.374,0.337
64815,238.429,-0.051
64816,255.855,62.584
64817,256.282,62.701
64818,256.596,62.75
64819,256.181,62.863
64820,256.182,62.553
64821,256.151,62.735
64822,256.18,62.94
64823,256.879,62.897
64824,257.082,63.311
64825,256.8,63.393
64826,256.782,63.422
64827,254.917,62.692
64828,255.149,62.299
64829,255.76,62.813
64830,255.601,62.931
64831,255.703,62.934
64832,255.573,62.862
64833,256.021,63.293
64834,255.941,63.304
64835,255.861,63.265
64836,256.377,63.286
64837,256.462,63.246
64838,256.276,63.269
64839,256.627,63.317
64840,256.267,63.369
64841,254.77,62.792
64842,254.641,62.416
64843,254.183,62.473
64844,254.524,62.627
64845,254.407,62.949
64846,254.62,62.855
64847,255.728,62.98
64848,255.777,63.168
64849,255.673,63.399
64850,253.963,62.765
64851,254.344,62.945
64852,255.031,63.147
64853,254.785,63.254
64854,254.754,63.182
64855,255.303,63.587
64856,254.522,63.338
64857,254.683,63.036
64858,254.612,63.218
64859,254.21,63.089
64860,254.475,63.433
64861,254.622,63.56
64862,254.716,63.176
64863,253.581,63.307
64864,253.889,63.242
64865,253.653,63.062
64866,253.901,63.523
64867,253.891,63.474
64868,253.389,62.654
64869,253.655,62.8
64870,253.706,62.853
64871,253.405,63.031
64872,253.204,62.957
64873,253.173,63.026
64874,253.015,63.116
64875,252.944,63.466
64876,253.375,62.368
64877,253.141,62.317
64878,252.981,62.347
64879,253.215,62.512
64880,252.325,63.466
64881,252.39,63.122
64882,252.462,63.426
64883,252.308,63.146
64884,252.633,63.526
64885,252.835,62.375
64886,252.328,62.854
64887,252.474,62.842
64888,252.803,62.518
64889,252.423,62.666
64890,252.71,62.754
64891,251.603,63.417
64892,252.084,62.976
64893,252.026,63.579
64894,251.735,63.576
64895,251.565,63.439
64896,251.571,64.322
64897,251.43,64.34
64898,251.34,64.218
64899,251.295,64.22
64900,251.582,64.215
64901,251.375,64.147
64902,251.265,64.021
64903,251.539,63.898
64904,252.756,64.454
64905,252.554,64.455
64906,252.187,64.414
64907,251.881,64.127
64908,251.537,64.118
64909,251.96,64.027
64910,251.814,64.186
64911,251.719,63.76
64912,251.937,63.752
64913,253.866,64.607
64914,253.313,64.476
64915,253.641,64.555
64916,253.887,64.751
64917,252.955,64.544
64918,253.748,64.228
64919,254.097,64.639
64920,253.488,64.463
64921,252.261,64.124
64922,252.527,64.085
64923,252.489,64.142
64924,252.407,64.099
64925,252.516,63.856
64926,252.439,63.769
64927,252.025,64.003
64928,252.315,63.779
64929,254.397,64.743
64930,253.986,64.83
64931,254.474,64.793
64932,254.574,64.706
64933,254.705,64.511
64934,254.548,64.443
64935,254.2,64.369
64936,252.961,63.715
64937,252.59,64.12
64938,253.007,64.121
64939,253.06,63.961
64940,252.619,64.021
64941,253.019,63.627
64942,252.716,63.894
64943,253.86,64.189
64944,253.429,64.085
64945,253.9,63.875
64946,255.036,64.072
64947,254.342,63.959
64948,254.086,64.131
64949,254.23,64.017
64950,254.093,64.114
64951,255.254,64.942
64952,255.038,64.612
64953,255.145,64.568
64954,255.072,64.363
64955,255.277,64.234
64956,255.087,64.345
64957,255.343,63.961
64958,255.965,63.595
64959,255.109,63.728
64960,255.46,63.682
64961,255.368,63.691
64962,255.622,64.273
64963,255.537,64.206
64964,255.915,64.134
64965,256.309,63.657
64966,256.151,63.755
64967,256.453,63.678
64968,256.752,64.601
64969,256.337,64.791
64970,256.812,64.365
64971,256.974,64.332
64972,256.761,64.326
64973,256.717,64.224
64974,256.917,63.987
64975,256.936,63.668
64976,257.475,63.708
64977,256.748,64.037
64978,256.456,63.639
64979,256.642,63.753
64980,256.618,63.734
64981,259.861,63.938
64982,260.898,64.278
64983,260.424,64.291
64984,261.555,64.558
64985,260.684,64.556
64986,260.776,64.516
64987,258.73,63.858
64988,259.079,63.926
64989,258.693,64.145
64990,259.994,64.682
64991,259.683,64.427
64992,259.813,64.729
64993,259.93,64.554
64994,259.934,64.752
64995,258.404,63.989
64996,258.391,63.824
64997,258.432,64.124
64998,259.505,64.382
64999,259.63,64.752
65000,259.239,64.554
65001,258.179,63.81
65002,258.291,63.828
65003,258.305,63.936
65004,258.231,64.032
65005,258.24,64.051
65006,258.261,64.181
65007,259.078,64.237
65008,258.943,64.371
65009,258.78,64.642
65010,259.038,64.756
65011,258.759,64.595
65012,258.906,64.733
65013,258.526,64.338
65014,258.578,64.636
65015,258.697,64.595
65016,258.498,64.672
65017,258.537,64.582
65018,258.051,64.359
65019,257.997,64.277
65020,258.151,64.309
65021,258.102,64.267
65022,258.034,64.281
65023,258.188,64.352
65024,258.015,63.734
65025,258.182,64.054
65026,258.034,64.097
65027,258.029,64.142
65028,258.096,64.141
65029,257.651,64.334
65030,257.846,64.318
65031,257.631,64.654
65032,257.873,63.815
65033,257.916,64.107
65034,257.87,63.98
65035,257.077,64.576
65036,257.205,64.686
65037,256.961,64.679
65038,256.384,64.087
65039,256.773,64.076
65040,256.643,64.683
65041,256.567,64.655
65042,255.28,64.677
65043,256.406,65.607
65044,256.441,65.673
65045,256.216,65.776
65046,256.174,65.511
65047,255.44,65.585
65048,255.345,65.555
65049,255.794,65.572
65050,255.859,65.672
65051,255.791,65.456
65052,255.236,64.938
65053,255.737,64.809
65054,256.699,65.836
65055,257.156,65.916
65056,256.972,65.603
65057,256.984,65.517
65058,256.792,65.513
65059,257.242,65.919
65060,256.109,65.164
65061,256.361,64.864
65062,258.531,65.811
65063,258.512,65.795
65064,258.514,65.527
65065,258.874,65.561
65066,258.743,65.798
65067,258.869,65.69
65068,258.838,65.753
65069,257.009,65.36
65070,256.817,65.472
65071,256.944,65.276
65072,256.841,65.354
65073,256.957,64.927
65074,256.972,64.875
65075,259.48,65.779
65076,259.28,65.78
65077,259.527,66.062
65078,259.379,65.525
65079,257.644,65.148
65080,257.62,65.12
65081,258.543,65.317
65082,258.507,65.253
65083,258.131,64.999
65084,258.088,65.229
65085,258.331,64.868
65086,258.469,65.208
65087,259.042,65.341
65088,259.038,65.201
65089,258.608,65.269
65090,259.094,64.819
65091,258.655,65.073
65092,258.747,64.807
65093,258.561,65.107
65094,259.813,66.233
65095,259.946,66.164
65096,259.894,66.204
65097,259.978,66.145
65098,259.779,65.732
65099,259.918,65.673
65100,259.906,65.627
65101,259.406,65.442
65102,259.486,65.166
65103,259.403,65.011
65104,259.792,64.808
65105,260.14,66.156
65106,260.0,65.098
65107,260.709,64.854
65108,260.213,64.789
65109,260.959,65.568
65110,260.944,65.52
65111,260.54,66.317
65112,260.45,65.605
65113,260.69,65.681
65114,261.257,65.016
65115,261.303,64.952
65116,261.501,64.77
65117,261.012,64.836
65118,261.243,64.961
65119,260.81,65.054
65120,257.548,60.45
65121,257.564,60.484
65122,257.53,60.876
65123,257.632,60.816
65124,258.136,61.151
65125,258.104,60.984
65126,258.976,61.361
65127,258.801,61.474
65128,257.272,60.697
65129,257.122,60.697
65130,257.001,60.794
65131,257.216,60.434
65132,257.461,60.827
65133,257.829,61.093
65134,257.653,61.06
65135,257.817,61.224
65136,257.864,61.137
65137,257.901,61.492
65138,256.437,60.479
65139,256.397,60.146
65140,256.335,60.224
65141,256.532,60.377
65142,256.809,60.236
65143,256.68,60.527
65144,256.868,60.772
65145,256.566,60.705
65146,256.369,60.862
65147,256.456,60.832
65148,257.421,61.291
65149,256.99,60.99
65150,257.39,61.409
65151,256.13,60.402
65152,256.163,60.331
65153,255.855,60.662
65154,256.056,60.472
65155,255.848,60.445
65156,255.913,60.507
65157,256.131,60.644
65158,256.658,61.388
65159,256.475,61.087
65160,256.877,61.038
65161,256.815,61.031
65162,256.628,61.398
65163,256.62,61.17
65164,256.437,61.196
65165,256.848,61.441
65166,255.804,61.502
65167,255.908,61.418
65168,256.093,61.294
65169,256.098,61.039
65170,256.07,61.32
65171,255.706,60.968
65172,255.764,61.044
65173,255.593,61.167
65174,255.636,61.221
65175,255.566,61.358
65176,255.46,61.236
65177,255.822,60.882
65178,255.483,60.496
65179,255.796,60.176
65180,255.516,60.55
65181,255.814,60.338
65182,255.611,60.723
65183,255.467,60.427
65184,255.292,61.013
65185,255.158,61.074
65186,255.192,61.1
65187,255.365,60.993
65188,255.119,61.346
65189,255.003,61.374
65190,255.03,61.287
65191,255.289,60.197
65192,254.887,60.278
65193,255.304,60.251
65194,254.988,60.442
65195,254.95,60.431
65196,255.049,60.819
65197,255.087,60.69
65198,254.39,61.035
65199,254.483,61.024
65200,254.658,60.977
65201,254.372,60.96
65202,254.852,61.417
65203,254.563,60.39
65204,254.506,60.489
65205,254.455,60.521
65206,254.371,60.78
65207,254.669,60.469
65208,254.718,60.482
65209,254.109,61.136
65210,254.234,61.068
65211,253.322,62.376
65212,253.467,62.197
65213,254.162,62.423
65214,253.176,62.154
65215,253.012,62.13
65216,253.477,61.806
65217,253.606,61.502
65218,253.069,61.968
65219,253.405,61.823
65220,253.385,61.717
65221,253.608,61.737
65222,254.694,62.619
65223,254.84,62.777
65224,254.435,62.419
65225,254.931,62.588
65226,254.542,62.416
65227,254.277,62.487
65228,254.96,63.002
65229,255.087,62.836
65230,255.04,63.035
65231,255.023,62.393
65232,254.999,62.542
65233,255.128,62.708
65234,255.075,62.532
65235,255.54,62.257
65236,255.157,62.732
65237,255.322,62.695
65238,255.137,62.4
65239,254.64,61.826
65240,254.79,61.712
65241,254.734,62.102
65242,255.757,62.158
65243,255.896,62.374
65244,255.935,62.517
65245,255.716,62.604
65246,256.018,62.624
65247,255.599,62.934
65248,255.891,62.199
65249,255.587,62.356
65250,255.53,62.074
65251,255.609,62.048
65252,255.55,61.959
65253,255.001,61.555
65254,255.28,61.856
65255,255.528,61.928
65256,255.601,61.934
65257,255.98,62.032
65258,255.984,61.533
65259,255.98,61.768
65260,255.78,61.964
65261,255.709,61.658
65262,255.787,61.79
65263,256.397,61.969
65264,256.438,61.804
65265,256.06,62.043
65266,256.171,62.035
65267,256.111,62.041
65268,256.264,61.769
65269,256.096,61.752
65270,256.121,62.741
65271,256.293,62.924
65272,256.099,62.776
65273,256.345,62.582
65274,256.112,62.403
65275,257.018,61.915
65276,257.19,62.043
65277,257.273,61.912
65278,257.098,61.767
65279,257.291,61.621
65280,257.184,61.768
65281,256.778,61.569
65282,257.109,61.745
65283,257.329,62.604
65284,256.835,62.715
65285,257.208,62.962
65286,257.285,62.722
65287,257.03,62.934
65288,256.98,62.367
65289,256.694,62.202
65290,257.996,61.691
65291,257.98,61.53
65292,257.629,61.683
65293,258.046,61.915
65294,257.835,62.747
65295,257.699,62.617
65296,257.417,62.672
65297,258.068,62.386
65298,258.641,62.285
65299,258.22,62.363
65300,258.936,62.014
65301,258.284,61.807
65302,258.526,61.724
65303,262.428,62.137
65304,262.731,62.504
65305,262.068,62.445
65306,262.257,62.23
65307,262.269,62.647
65308,262.684,62.777
65309,262.18,62.798
65310,262.678,62.831
65311,262.322,62.877
65312,262.549,63.014
65313,261.144,61.696
65314,261.307,62.074
65315,261.815,62.187
65316,261.785,63.181
65317,260.683,62.166
65318,260.316,61.614
65319,261.37,62.647
65320,261.39,62.855
65321,261.23,63.134
65322,260.031,61.987
65323,260.046,61.855
65324,259.838,61.848
65325,260.107,62.604
65326,259.882,62.28
65327,259.815,62.195
65328,260.733,63.194
65329,260.655,62.938
65330,261.03,62.639
65331,261.012,62.878
65332,260.603,62.757
65333,260.673,63.186
65334,260.714,63.174
65335,260.791,63.103
65336,261.029,63.251
65337,261.073,63.253
65338,260.686,63.045
65339,260.313,62.786
65340,260.24,62.742
65341,259.712,62.895
65342,260.219,62.974
65343,260.201,63.139
65344,259.112,63.001
65345,258.851,63.199
65346,259.626,62.832
65347,259.431,62.73
65348,259.344,62.677
65349,259.687,63.104
65350,258.791,63.054
65351,259.127,62.333
65352,259.067,62.557
65353,259.199,61.92
65354,259.186,62.332
65355,258.294,62.748
65356,258.692,63.01
65357,258.496,62.745
65358,258.542,63.045
65359,258.335,63.068
65360,258.411,62.606
65361,258.85,62.44
65362,258.034,62.958
65363,258.058,62.982
65364,257.972,62.833
65365,257.782,63.007
65366,258.113,62.487
65367,257.931,62.128
65368,257.318,62.349
65369,257.083,62.496
65370,258.072,62.096
65371,258.094,62.429
65372,257.882,62.564
65373,256.96,63.119
65374,257.133,62.792
65375,257.04,63.119
65376,256.909,63.049
65377,257.248,62.898
65378,257.915,64.169
65379,257.938,64.204
65380,257.992,64.089
65381,257.934,64.112
65382,257.308,63.578
65383,257.303,63.621
65384,257.44,63.836
65385,257.443,63.336
65386,256.987,63.363
65387,257.953,64.153
65388,258.231,64.029
65389,258.26,64.169
65390,258.213,64.073
65391,257.713,63.854
65392,257.894,63.894
65393,257.719,63.353
65394,257.869,63.35
65395,258.45,64.026
65396,258.463,64.004
65397,258.149,63.861
65398,258.333,63.908
65399,258.096,63.818
65400,258.139,63.321
65401,258.202,63.716
65402,258.864,64.215
65403,259.037,63.968
65404,259.039,63.945
65405,258.567,64.094
65406,258.527,63.791
65407,258.426,63.589
65408,258.425,63.78
65409,258.506,63.728
65410,258.823,63.412
65411,258.97,63.555
65412,259.019,63.423
65413,258.853,63.288
65414,260.064,63.747
65415,259.551,63.755
65416,259.529,63.625
65417,259.79,63.608
65418,259.437,64.132
65419,259.409,64.405
65420,259.656,64.095
65421,259.55,64.092
65422,260.64,63.763
65423,260.313,63.705
65424,260.329,63.542
65425,260.087,64.36
65426,260.354,64.04
65427,260.898,64.407
65428,260.327,64.184
65429,261.055,64.315
65430,260.12,64.498
65431,260.79,63.908
65432,261.562,63.805
65433,261.343,63.81
65434,260.892,63.702
65435,260.848,63.698
65436,261.551,64.317
65437,261.518,64.157
65438,261.387,64.047
65439,262.137,63.707
65440,261.893,63.636
65441,262.041,63.331
65442,259.022,58.307
65443,259.088,58.41
65444,258.798,58.488
65445,258.78,58.24
65446,259.773,58.762
65447,259.464,58.493
65448,258.883,58.61
65449,260.098,58.872
65450,259.753,59.144
65451,260.125,59.167
65452,260.229,59.188
65453,260.269,59.234
65454,260.188,59.272
65455,260.37,59.328
65456,258.443,58.335
65457,258.237,58.422
65458,258.402,58.184
65459,258.554,58.498
65460,258.319,58.543
65461,258.966,59.023
65462,259.171,59.316
65463,259.332,59.362
65464,258.165,58.697
65465,257.964,58.206
65466,257.78,58.205
65467,257.889,58.553
65468,257.94,58.607
65469,257.848,58.741
65470,258.055,58.595
65471,258.512,59.021
65472,258.538,58.818
65473,258.651,59.067
65474,258.628,59.022
65475,258.756,59.107
65476,258.499,59.338
65477,258.917,59.28
65478,257.378,58.299
65479,257.71,58.272
65480,257.532,58.478
65481,257.36,58.657
65482,257.714,58.229
65483,257.729,58.322
65484,257.615,58.384
65485,258.003,58.924
65486,258.439,59.108
65487,258.403,59.311
65488,258.199,59.452
65489,257.61,58.942
65490,257.643,59.011
65491,257.602,58.892
65492,257.699,59.12
65493,257.651,59.307
